location,date,time,time_unit,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2020_all_ages,deaths_2021_all_ages,new_deaths,new_cases_smoothed,new_tests_smoothed,stringency_index,people_vaccinated,people_fully_vaccinated,population,positive_test_percent,people_vaccinated_percent,people_fully_vaccinated_percent,deaths_min,deaths_max,deaths_mean,deaths_noncovid
Seychelles,2020-01-31,1,monthly,,,,,,52.0,52.0,61.0,64.0,80.0,65.0,69.0,,,,,,,,,,,52.0,80.0,61.8,
Seychelles,2020-02-29,2,monthly,,,,,,50.0,56.0,65.0,58.0,67.0,61.0,74.0,,,,,,,,,,,50.0,67.0,59.2,
Seychelles,2020-03-31,3,monthly,,,,,,69.0,68.0,53.0,57.0,67.0,57.0,70.0,0.0,0.11900000000000001,,39.271764705882354,,,98910.0,,,,53.0,69.0,62.8,57.0
Seychelles,2020-04-30,4,monthly,,,,,,63.0,72.0,52.0,77.0,67.0,59.0,71.0,0.0,0.11916666666666666,,83.64366666666666,,,98910.0,,,,52.0,77.0,66.2,59.0
Seychelles,2020-05-31,5,monthly,,,,,,46.0,54.0,81.0,70.0,67.0,41.0,91.0,0.0,0.0,,65.08419354838709,,,98910.0,,,,46.0,81.0,63.6,41.0
Seychelles,2020-06-30,6,monthly,,,,,,78.0,53.0,61.0,72.0,55.0,52.0,109.0,0.0,0.9952666666666666,,23.15,,,98910.0,,,,53.0,78.0,63.8,52.0
Seychelles,2020-07-31,7,monthly,,,,,,59.0,68.0,63.0,65.0,66.0,56.0,,0.0,2.2626129032258064,,23.15,,,98910.0,,,,59.0,68.0,64.2,56.0
Seychelles,2020-08-31,8,monthly,,,,,,60.0,60.0,78.0,61.0,47.0,50.0,,0.0,0.6450322580645161,,23.15,,,98910.0,,,,47.0,78.0,61.2,50.0
Seychelles,2020-09-30,9,monthly,,,,,,51.0,64.0,49.0,59.0,71.0,54.0,,0.0,0.3141999999999999,,24.814999999999998,,,98910.0,,,,49.0,71.0,58.8,54.0
Seychelles,2020-10-31,10,monthly,,,,,,55.0,71.0,71.0,90.0,63.0,43.0,,0.0,0.37322580645161285,,30.493548387096773,,,98910.0,,,,55.0,90.0,70.0,43.0
Seychelles,2020-11-30,11,monthly,,,,,,61.0,67.0,61.0,76.0,69.0,66.0,,0.0,0.5190666666666667,,31.48,,,98910.0,,,,61.0,76.0,66.8,66.0
Seychelles,2020-12-31,12,monthly,,,,,,59.0,62.0,53.0,69.0,76.0,64.0,,0.0,1.5393870967741934,,31.48,,,98910.0,,,,53.0,76.0,63.8,64.0
